"REGIME","SITUPRE","DIPDER","NIVEAU","SECTDIS","DISCIPLI","NBACH","CURSUS_LMD","RES","SEXE","AGE"
10,"H","Q",2,39,2,0,"M","Admis","M",26
10,"H","Z",2,6,9,0,"L","Non_Admis","F",21
10,"H","A",1,40,3,0,"L","Non_Admis","M",19
10,"H","A",2,40,3,0,"L","Admis","M",19
10,"H","A",1,10,10,0,"L","Admis","M",18
10,"H","Q",2,16,15,0,"M","Non_Admis","M",23
10,"H","A",1,21,4,0,"L","Non_Admis","M",18
10,"H","A",1,27,6,0,"L","Non_Admis","M",19
10,"H","A",1,10,10,0,"L","Non_Admis","M",20
10,"H","A",1,33,6,0,"L","Non_Admis","M",21
10,"H","A",1,43,15,0,"L","Non_Admis","F",20
10,"H","Z",3,14,15,0,"L","Admis","M",20
10,"H","1",2,1,15,0,"L","Admis","M",21
10,"H","A",2,40,3,0,"L","Admis","F",19
10,"H","N",1,34,6,0,"M","Admis","F",23
10,"H","A",1,41,15,0,"L","Non_Admis","M",20
10,"H","Y",2,36,1,0,"L","Admis","F",20
10,"H","N",1,15,15,0,"M","Admis","M",23
10,"H","E",2,21,4,0,"L","Non_Admis","F",24
10,"H","N",1,14,15,0,"M","Admis","F",22
10,"H","N",1,11,15,0,"M","Non_Admis","F",20
10,"H","N",1,15,15,0,"M","Admis","M",24
10,"H","A",2,36,1,0,"L","Admis","M",18
10,"H","N",1,40,3,0,"M","Admis","F",24
12,"H","Q",2,40,3,0,"M","Admis","F",23
10,"H","A",1,10,10,0,"L","Admis","M",19
10,"H","B",1,11,15,0,"L","Non_Admis","M",22
10,"H","A",1,24,5,0,"L","Non_Admis","F",19
10,"H","A",2,41,15,0,"L","Admis","M",19
10,"H","A",1,14,15,0,"L","Admis","M",19
10,"H","A",2,40,3,0,"L","Admis","M",19
10,"H","N",1,36,1,0,"M","Non_Admis","F",21
10,"H","1",1,24,5,0,"L","Non_Admis","M",20
10,"H","Y",2,36,1,0,"L","Non_Admis","F",21
10,"H","A",1,36,1,0,"L","Admis","F",20
10,"H","U",3,33,6,0,"L","Non_Admis","M",29
10,"H","A",1,36,1,0,"L","Non_Admis","F",19
10,"H","I",3,62,2,0,"L","Admis","F",22
10,"H","A",1,41,15,0,"L","Non_Admis","M",19
10,"H","U",2,40,3,0,"M","Admis","M",32
10,"H","Z",2,62,2,0,"L","Non_Admis","F",21
10,"H","A",1,40,3,0,"L","Admis","F",20
10,"H","N",2,11,15,0,"M","Admis","M",22
10,"H","D",3,41,15,0,"L","Non_Admis","M",23
10,"H","A",2,10,10,0,"L","Admis","M",20
10,"H","N",3,33,6,0,"L","Admis","F",26
10,"H","N",1,40,3,0,"M","Admis","F",25
10,"H","C",3,41,15,0,"L","Non_Admis","M",22
10,"H","A",2,40,3,0,"L","Admis","F",21
10,"H","A",1,10,10,0,"L","Admis","M",20
10,"H","Y",2,14,15,0,"L","Admis","M",25
10,"S","A",1,40,3,0,"L","Non_Admis","M",21
10,"H","A",1,62,2,0,"L","Non_Admis","F",21
10,"H","A",2,21,4,0,"L","Admis","F",19
10,"H","A",2,62,2,0,"L","Admis","M",19
10,"H","A",1,24,5,0,"L","Admis","F",19
10,"H","A",1,36,1,0,"L","Admis","F",21
10,"U","A",1,36,1,0,"L","Non_Admis","M",19
10,"H","U",1,16,15,0,"M","Admis","F",25
10,"H","U",2,15,15,0,"M","Admis","F",24
10,"H","Q",2,36,1,0,"M","Admis","F",23
12,"H","Q",2,39,2,0,"M","Non_Admis","M",23
10,"H","A",2,21,4,0,"L","Admis","M",24
10,"H","Z",2,14,15,0,"L","Non_Admis","M",22
10,"H","Z",2,6,9,0,"L","Admis","F",20
10,"H","A",1,43,15,0,"L","Admis","F",22
10,"H","N",1,14,15,0,"M","Non_Admis","F",23
10,"H","A",2,10,10,0,"L","Admis","M",23
10,"H","N",1,15,15,0,"M","Admis","M",28
10,"H","A",1,10,10,0,"L","Non_Admis","M",18
10,"H","A",1,40,3,0,"L","Non_Admis","M",23
10,"H","N",1,15,15,0,"M","Admis","M",23
10,"H","2",2,6,9,0,"M","Admis","F",23
10,"H","A",2,27,6,0,"L","Admis","F",18
10,"H","A",2,24,5,0,"L","Admis","F",19
10,"H","1",1,36,1,0,"L","Non_Admis","M",17
10,"H","N",1,36,1,0,"M","Admis","F",21
10,"H","A",2,43,15,0,"L","Non_Admis","M",19
10,"H","A",1,36,1,0,"L","Non_Admis","F",19
10,"H","A",1,40,3,0,"L","Non_Admis","F",20
10,"H","N",1,11,15,0,"M","Admis","M",25
10,"H","A",1,24,5,0,"L","Non_Admis","F",20
10,"H","Q",2,36,1,0,"M","Admis","M",35
10,"H","I",3,40,3,0,"L","Admis","M",21
10,"H","Q",2,40,3,0,"M","Admis","M",22
10,"H","A",2,40,3,0,"L","Admis","M",21
10,"H","Q",2,36,1,0,"M","Admis","F",26
10,"H","N",2,11,15,0,"M","Admis","F",24
10,"H","A",2,40,3,0,"L","Admis","F",21
10,"H","Y",1,62,2,0,"L","Admis","F",21
10,"H","Y",1,62,2,0,"L","Admis","M",18
10,"H","N",3,36,1,0,"L","Admis","M",21
10,"H","B",3,14,15,0,"L","Admis","M",25
10,"H","N",2,36,1,0,"L","Admis","M",24
10,"H","N",3,41,15,0,"L","Non_Admis","M",37
10,"H","U",2,40,3,0,"M","Admis","F",21
10,"H","N",1,16,15,0,"M","Admis","M",22
10,"H","A",2,10,10,0,"L","Admis","M",19
10,"H","A",1,14,15,0,"L","Admis","M",19
10,"H","A",1,40,3,0,"L","Non_Admis","F",20
10,"H","A",1,36,1,0,"L","Non_Admis","M",19
10,"H","M",1,27,6,0,"L","Non_Admis","M",20
10,"H","N",1,11,15,0,"M","Admis","F",22
10,"H","N",1,14,15,0,"M","Admis","M",22
10,"H","A",2,62,2,0,"L","Admis","M",19
10,"H","A",1,40,3,0,"L","Non_Admis","F",19
10,"H","A",2,21,4,0,"L","Admis","M",21
10,"H","A",1,14,15,0,"L","Admis","M",18
10,"H","N",1,36,1,0,"M","Admis","M",22
10,"H","A",1,40,3,0,"L","Non_Admis","F",19
10,"H","Q",2,15,15,0,"M","Admis","M",24
10,"H","N",1,21,4,0,"M","Non_Admis","M",30
10,"H","U",2,36,1,0,"M","Admis","F",23
10,"H","B",3,33,6,0,"L","Admis","F",23
10,"H","1",1,36,1,0,"L","Non_Admis","F",19
10,"H","N",2,33,6,0,"M","Non_Admis","M",22
10,"H","A",2,33,6,0,"L","Admis","F",21
10,"H","A",2,36,1,0,"L","Admis","F",21
10,"H","A",1,24,5,0,"L","Admis","F",21
10,"H","Z",2,14,15,0,"L","Admis","M",22
10,"H","U",2,14,15,0,"M","Admis","M",24
10,"H","N",1,14,15,0,"M","Admis","M",23
10,"H","Z",2,27,6,0,"L","Admis","M",20
10,"H","A",2,6,9,0,"L","Admis","F",20
10,"H","N",1,21,4,0,"M","Non_Admis","M",25
10,"H","1",2,43,15,0,"L","Non_Admis","M",19
10,"H","U",2,11,15,0,"M","Admis","F",23
10,"H","Q",2,11,15,0,"M","Admis","F",23
10,"H","A",1,24,5,0,"L","Non_Admis","F",20
10,"H","A",2,14,15,0,"L","Non_Admis","M",20
10,"H","A",2,21,4,0,"L","Non_Admis","F",21
10,"H","A",2,41,15,0,"L","Admis","M",20
10,"H","A",1,43,15,0,"L","Non_Admis","M",20
10,"H","A",2,43,15,0,"L","Non_Admis","M",20
10,"H","I",3,40,3,0,"L","Admis","F",23
10,"H","A",2,10,10,0,"L","Non_Admis","M",23
10,"H","N",1,14,15,0,"M","Non_Admis","M",27
10,"H","U",2,6,9,0,"M","Admis","M",22
10,"H","A",2,14,15,0,"L","Non_Admis","M",19
10,"H","U",3,21,4,0,"L","Non_Admis","F",23
10,"H","A",1,43,15,0,"L","Admis","M",24
10,"H","A",1,10,10,0,"L","Admis","M",20
10,"H","Z",1,62,2,0,"L","Admis","F",19
10,"H","1",1,36,1,0,"L","Admis","M",20
10,"H","A",2,62,2,0,"L","Admis","F",19
10,"H","A",1,21,4,0,"L","Admis","M",19
12,"H","N",2,39,2,0,"M","Admis","F",22
10,"H","N",2,21,4,0,"M","Admis","F",28
10,"H","A",1,40,3,0,"L","Non_Admis","M",19
10,"H","A",2,1,15,0,"L","Admis","F",19
10,"H","A",2,33,6,0,"L","Admis","M",22
10,"H","A",1,40,3,0,"L","Non_Admis","M",20
10,"H","A",1,1,15,0,"L","Non_Admis","F",23
10,"H","A",1,33,6,0,"L","Admis","F",19
10,"H","A",1,62,2,0,"L","Admis","M",19
10,"H","Z",3,41,15,0,"L","Admis","M",20
10,"H","A",1,41,15,0,"L","Non_Admis","F",26
10,"H","N",1,15,15,0,"M","Admis","F",26
10,"H","A",1,62,2,0,"L","Non_Admis","M",19
10,"H","A",1,41,15,0,"L","Admis","M",18
10,"H","Z",2,1,15,0,"L","Admis","M",20
10,"H","A",2,40,3,0,"L","Non_Admis","F",18
10,"H","N",3,36,1,0,"L","Admis","M",21
10,"H","1",2,36,1,0,"L","Non_Admis","M",21
10,"H","U",2,15,15,0,"M","Admis","M",27
10,"H","I",3,33,6,0,"L","Admis","F",21
10,"H","U",1,11,15,0,"M","Admis","M",26
10,"H","E",1,11,15,0,"M","Admis","M",24
10,"H","N",1,36,1,0,"M","Admis","F",25
10,"H","N",1,11,15,0,"M","Non_Admis","M",23
10,"H","A",1,27,6,0,"L","Non_Admis","M",23
10,"H","N",1,16,15,0,"M","Non_Admis","M",22
10,"H","N",1,16,15,0,"M","Non_Admis","M",23
10,"H","N",3,33,6,0,"L","Non_Admis","M",27
10,"H","Y",2,62,2,0,"L","Non_Admis","M",22
10,"H","A",2,62,2,0,"L","Non_Admis","F",18
10,"H","Y",1,33,6,0,"L","Non_Admis","F",26
10,"H","Z",1,33,6,0,"L","Non_Admis","F",22
10,"H","Y",2,62,2,0,"L","Non_Admis","M",23
10,"H","Q",2,36,1,0,"M","Admis","F",24
10,"H","A",2,10,10,0,"L","Non_Admis","M",22
10,"H","A",2,21,4,0,"L","Admis","M",20
10,"H","U",2,11,15,0,"M","Admis","M",23
10,"H","A",1,27,6,0,"L","Non_Admis","M",20
10,"H","U",2,11,15,0,"M","Admis","F",24
10,"H","A",1,40,3,0,"L","Non_Admis","M",21
10,"H","2",1,15,15,0,"M","Admis","M",22
10,"H","A",2,36,1,0,"L","Admis","F",24
10,"H","Q",2,40,3,0,"M","Admis","M",24
10,"H","A",1,62,2,0,"L","Non_Admis","M",21
10,"H","1",1,62,2,0,"L","Non_Admis","F",19
11,"H","Q",2,34,6,0,"M","Non_Admis","F",41
10,"H","N",2,11,15,0,"M","Admis","M",22
10,"H","U",2,16,15,0,"M","Admis","F",26
10,"H","U",2,33,6,0,"M","Admis","M",26
10,"H","U",1,33,6,0,"M","Non_Admis","F",28
10,"H","A",1,36,1,0,"L","Non_Admis","F",18
12,"H","N",1,11,15,0,"M","Non_Admis","M",23
10,"H","D",3,41,15,0,"L","Non_Admis","M",21
10,"H","N",1,36,1,0,"M","Non_Admis","F",20
10,"H","M",3,36,1,0,"L","Admis","F",22
10,"H","Q",2,16,15,0,"M","Admis","F",26
10,"H","N",1,34,6,0,"M","Admis","F",24
10,"H","Z",3,62,2,0,"L","Admis","M",21
10,"H","M",3,21,4,0,"L","Admis","M",24
10,"H","A",1,21,4,0,"L","Non_Admis","F",20
10,"H","N",1,1,15,0,"M","Non_Admis","M",24
10,"E","N",2,34,6,0,"M","Non_Admis","F",22
10,"H","Q",2,15,15,0,"M","Admis","F",24
10,"H","A",2,27,6,0,"L","Admis","M",19
10,"H","U",2,15,15,0,"M","Non_Admis","M",26
10,"H","N",3,33,6,0,"L","Admis","F",23
10,"H","N",1,40,3,0,"M","Admis","F",21
10,"H","A",2,21,4,0,"L","Admis","M",20
10,"H","N",1,15,15,0,"M","Admis","F",24
10,"H","Q",2,11,15,0,"M","Admis","M",26
10,"H","2",1,36,1,0,"M","Non_Admis","F",29
10,"H","U",2,15,15,0,"M","Non_Admis","F",24
10,"H","Z",3,40,3,0,"L","Admis","F",25
10,"H","A",2,62,2,0,"L","Admis","F",19
10,"H","A",2,62,2,0,"L","Non_Admis","M",19
10,"H","A",1,41,15,0,"L","Non_Admis","M",19
10,"H","A",1,62,2,0,"L","Non_Admis","M",19
10,"H","A",1,33,6,0,"L","Non_Admis","F",20
10,"H","N",3,43,15,0,"L","Admis","M",24
10,"H","N",1,16,15,0,"M","Admis","F",23
10,"H","Q",2,15,15,0,"M","Admis","M",27
10,"H","A",2,36,1,0,"L","Admis","M",21
10,"H","N",1,16,15,0,"M","Admis","M",21
10,"H","A",2,36,1,0,"L","Admis","F",18
10,"H","U",2,1,15,0,"M","Admis","M",24
10,"H","B",3,41,15,0,"L","Admis","M",21
10,"H","Z",2,14,15,0,"L","Admis","M",22
10,"H","N",1,11,15,0,"M","Admis","F",23
10,"H","A",1,1,15,0,"L","Admis","M",18
10,"H","N",1,16,15,0,"M","Non_Admis","M",22
10,"H","N",1,40,3,0,"M","Non_Admis","M",33
10,"H","N",1,16,15,0,"M","Admis","M",23
10,"H","N",1,14,15,0,"M","Admis","M",23
10,"H","U",2,40,3,0,"M","Admis","F",26
10,"H","U",2,40,3,0,"M","Non_Admis","F",24
10,"H","E",1,16,15,0,"M","Admis","M",26
10,"H","U",2,15,15,0,"M","Admis","M",26
10,"H","N",1,16,15,0,"M","Admis","F",21
12,"H","B",1,39,2,0,"L","Admis","M",22
10,"H","N",3,6,9,0,"L","Admis","F",22
10,"H","N",1,6,9,0,"M","Non_Admis","M",31
10,"H","C",3,41,15,0,"L","Admis","M",22
10,"H","Q",2,36,1,0,"M","Admis","M",26
10,"H","N",1,11,15,0,"M","Non_Admis","M",23
10,"H","Q",2,39,2,0,"M","Admis","M",26
10,"H","N",3,36,1,0,"L","Non_Admis","M",26
10,"H","N",2,36,1,0,"M","Admis","M",24
10,"H","Y",2,40,3,0,"M","Admis","F",24
10,"H","N",1,16,15,0,"M","Admis","F",21
10,"H","U",3,41,15,0,"L","Non_Admis","M",23
10,"H","U",2,11,15,0,"M","Admis","M",22
10,"H","1",2,14,15,0,"L","Non_Admis","M",22
10,"H","N",3,36,1,0,"L","Non_Admis","M",31
10,"H","U",2,16,15,0,"M","Admis","M",26
10,"H","A",2,43,15,0,"L","Admis","M",19
10,"D","D",2,1,15,0,"L","Admis","M",20
10,"H","A",1,1,15,0,"L","Non_Admis","M",19
10,"H","A",2,1,15,0,"L","Non_Admis","M",18
10,"H","A",2,1,15,0,"L","Admis","M",19
10,"H","1",2,43,15,0,"L","Admis","F",19
10,"H","1",1,1,15,0,"L","Admis","M",19
10,"H","A",2,43,15,0,"L","Admis","M",19
10,"H","A",2,1,15,0,"L","Non_Admis","F",18
10,"H","A",2,43,15,0,"L","Admis","M",19
10,"D","A",2,43,15,0,"L","Non_Admis","M",18
10,"H","A",2,1,15,0,"L","Admis","M",19
10,"D","A",2,43,15,0,"L","Admis","F",19
10,"H","A",2,43,15,0,"L","Non_Admis","M",18
10,"H","N",2,15,15,0,"M","Non_Admis","M",23
10,"H","U",2,11,15,0,"M","Non_Admis","M",26
10,"H","N",3,41,15,0,"L","Admis","M",22
10,"H","N",1,16,15,0,"M","Admis","F",22
10,"H","A",2,10,10,0,"L","Admis","M",18
10,"H","B",3,40,3,0,"L","Non_Admis","F",22
10,"H","A",1,40,3,0,"L","Admis","M",21
10,"H","E",2,16,15,0,"M","Admis","M",24
10,"H","Y",1,36,1,0,"L","Admis","M",21
10,"H","U",2,15,15,0,"M","Admis","F",27
10,"H","Y",2,62,2,0,"L","Admis","F",21
10,"H","1",2,62,2,0,"L","Non_Admis","F",21
10,"H","N",1,16,15,0,"M","Admis","F",20
10,"H","U",2,11,15,0,"M","Non_Admis","M",24
10,"H","N",3,36,1,0,"L","Non_Admis","M",26
10,"H","1",1,62,2,0,"L","Non_Admis","M",19
10,"H","N",1,15,15,0,"M","Admis","F",21
10,"H","Y",3,36,1,0,"L","Non_Admis","M",31
10,"H","U",2,16,15,0,"M","Admis","F",25
10,"H","U",1,14,15,0,"M","Admis","M",26
10,"H","U",2,21,4,0,"M","Admis","M",24
10,"H","N",1,15,15,0,"M","Non_Admis","F",23
12,"H","B",3,40,3,0,"L","Admis","F",22
10,"H","N",1,34,6,0,"M","Non_Admis","F",20
10,"H","Z",1,6,9,0,"L","Non_Admis","M",22
10,"H","N",1,14,15,0,"M","Admis","M",26
12,"H","N",1,39,2,0,"M","Admis","F",21
10,"H","N",2,40,3,0,"L","Non_Admis","F",22
10,"H","N",2,14,15,0,"M","Non_Admis","M",22
10,"H","U",2,14,15,0,"M","Non_Admis","M",26
10,"H","A",1,33,6,0,"L","Admis","F",19
10,"H","E",2,15,15,0,"M","Admis","M",26
10,"H","U",2,15,15,0,"M","Non_Admis","M",22
10,"H","2",2,36,1,0,"M","Admis","F",29
10,"H","U",1,36,1,0,"M","Non_Admis","F",27
12,"H","N",1,14,15,0,"M","Non_Admis","M",20
10,"H","U",2,15,15,0,"M","Admis","F",25
12,"H","Q",2,33,6,0,"M","Admis","M",25
12,"H","N",1,39,2,0,"M","Admis","F",22
10,"H","N",3,24,5,0,"L","Admis","F",20
10,"H","Q",2,11,15,0,"M","Admis","M",33
10,"H","Y",2,1,15,0,"M","Admis","F",21
10,"H","Q",2,36,1,0,"M","Admis","F",24
10,"H","A",1,27,6,0,"L","Non_Admis","M",21
10,"H","U",2,11,15,0,"M","Admis","M",27
10,"H","U",2,39,2,0,"M","Non_Admis","M",27
10,"H","Q",2,40,3,0,"M","Admis","F",22
10,"H","Z",2,62,2,0,"L","Admis","M",22
10,"H","Q",2,34,6,0,"M","Admis","F",25
10,"H","N",1,11,15,0,"M","Non_Admis","M",23
10,"H","Y",3,40,3,0,"L","Admis","M",29
10,"H","Q",2,15,15,0,"M","Admis","F",23
10,"H","A",1,36,1,0,"L","Non_Admis","F",22
10,"H","I",3,41,15,0,"L","Non_Admis","M",22
10,"H","N",2,11,15,0,"M","Non_Admis","M",23
10,"H","A",2,40,3,0,"L","Non_Admis","M",19
10,"H","A",2,62,2,0,"L","Admis","F",18
10,"H","N",1,15,15,0,"M","Admis","M",23
12,"H","N",1,14,15,0,"M","Admis","M",24
10,"H","U",2,40,3,0,"M","Non_Admis","F",27
10,"H","N",3,24,5,0,"L","Admis","F",23
10,"H","U",2,40,3,0,"M","Admis","F",21
10,"H","U",2,14,15,0,"M","Non_Admis","M",25
10,"H","N",3,21,4,0,"L","Non_Admis","F",21
10,"H","N",2,62,2,0,"L","Admis","F",21
10,"H","Y",3,21,4,0,"L","Non_Admis","F",22
10,"H","A",2,27,6,0,"L","Admis","F",19
10,"H","1",1,36,1,0,"L","Admis","F",19
10,"H","U",1,15,15,0,"M","Admis","F",25
10,"H","N",1,33,6,0,"M","Admis","M",24
10,"H","N",1,14,15,0,"M","Non_Admis","M",22
10,"H","Y",3,40,3,0,"L","Admis","F",24
10,"H","A",1,43,15,0,"L","Non_Admis","M",19
10,"H","N",3,14,15,0,"L","Non_Admis","M",26
10,"H","A",2,41,15,0,"L","Admis","M",18
10,"H","1",1,36,1,0,"L","Non_Admis","F",19
10,"H","U",1,6,9,0,"M","Admis","F",24
10,"H","N",1,11,15,0,"M","Non_Admis","M",25
10,"H","U",2,11,15,0,"M","Non_Admis","M",24
10,"H","N",1,14,15,0,"M","Non_Admis","M",25
10,"H","N",1,14,15,0,"M","Non_Admis","M",23
10,"H","Z",3,41,15,0,"L","Admis","F",21
10,"H","1",2,24,5,0,"L","Non_Admis","F",19
10,"D","A",2,1,15,0,"L","Admis","M",19
10,"H","U",1,15,15,0,"M","Admis","F",24
10,"H","1",2,62,2,0,"L","Admis","M",21
10,"H","N",1,36,1,0,"M","Admis","F",24
10,"H","U",2,15,15,0,"M","Admis","M",25
10,"H","N",3,33,6,0,"L","Non_Admis","M",26
10,"D","A",2,1,15,0,"L","Admis","M",19
10,"D","A",2,41,15,0,"L","Admis","M",19
10,"H","A",2,1,15,0,"L","Admis","M",18
10,"H","A",2,1,15,0,"L","Admis","F",19
10,"D","A",2,1,15,0,"L","Non_Admis","M",19
10,"D","A",2,1,15,0,"L","Non_Admis","M",19
10,"H","A",2,1,15,0,"L","Admis","M",18
10,"H","Z",2,1,15,0,"L","Admis","M",21
10,"H","N",1,15,15,0,"M","Admis","M",28
10,"D","Z",2,43,15,0,"L","Non_Admis","F",18
10,"D","A",2,41,15,0,"L","Admis","M",18
10,"D","A",2,1,15,0,"L","Admis","M",19
10,"D","A",2,1,15,0,"L","Admis","F",19
10,"D","A",1,43,15,0,"L","Admis","M",19
12,"H","N",1,11,15,0,"M","Non_Admis","M",22
10,"D","A",2,1,15,0,"L","Admis","F",19
10,"H","A",2,1,15,0,"L","Admis","M",19
10,"H","A",2,1,15,0,"L","Admis","F",19
10,"D","A",2,43,15,0,"L","Admis","M",19
10,"D","A",2,1,15,0,"L","Admis","M",19
10,"H","A",1,43,15,0,"L","Admis","M",19
10,"D","A",2,43,15,0,"L","Admis","M",18
10,"H","A",2,1,15,0,"L","Admis","M",19
10,"D","A",2,1,15,0,"L","Admis","M",18
10,"D","A",2,1,15,0,"L","Admis","M",18
10,"H","U",2,33,6,0,"M","Admis","M",27
10,"H","N",1,16,15,0,"M","Admis","M",21
10,"H","N",1,36,1,0,"M","Non_Admis","F",31
10,"H","Z",2,36,1,0,"L","Admis","F",21
10,"H","F",2,36,1,0,"L","Non_Admis","M",20
10,"H","N",1,14,15,0,"M","Non_Admis","M",23
10,"H","N",3,43,15,0,"L","Admis","F",24
10,"H","U",2,15,15,0,"M","Non_Admis","F",25
10,"H","N",1,36,1,0,"M","Admis","F",23
12,"C","B",1,35,6,0,"L","Admis","F",21
10,"H","N",2,15,15,0,"M","Admis","F",27
10,"H","N",1,16,15,0,"M","Admis","F",22
10,"H","U",3,40,3,0,"L","Admis","F",25
10,"H","U",2,15,15,0,"M","Admis","F",25
10,"H","N",1,34,6,0,"M","Admis","F",21
10,"H","A",1,40,3,0,"L","Non_Admis","M",22
10,"H","N",1,15,15,0,"M","Admis","M",21
12,"H","A",2,33,6,0,"L","Admis","F",19
12,"H","N",1,14,15,0,"M","Admis","M",20
12,"H","N",1,14,15,0,"M","Admis","M",21
10,"H","U",1,1,15,0,"M","Non_Admis","M",29
10,"H","1",2,36,1,0,"L","Admis","M",22
10,"H","U",2,11,15,0,"M","Non_Admis","M",24
12,"H","N",1,14,15,0,"M","Non_Admis","M",21
10,"H","A",2,10,10,0,"L","Admis","M",20
10,"H","N",3,33,6,0,"L","Admis","M",23
12,"H","N",1,14,15,0,"M","Admis","F",21
10,"H","Y",2,21,4,0,"L","Admis","M",19
10,"H","Z",1,43,15,0,"L","Non_Admis","M",19
10,"H","N",1,16,15,0,"M","Admis","M",22
10,"H","Q",2,39,2,0,"M","Admis","M",28
10,"H","1",1,36,1,0,"L","Admis","F",21
10,"H","Y",1,40,3,0,"M","Non_Admis","M",27
10,"H","U",2,14,15,0,"M","Admis","M",24
10,"H","N",3,14,15,0,"L","Non_Admis","M",23
10,"H","A",1,10,10,0,"L","Admis","M",19
10,"H","U",1,11,15,0,"M","Admis","M",25
10,"E","N",2,34,6,0,"M","Admis","F",22
10,"E","N",2,34,6,0,"M","Admis","M",23
12,"H","Q",2,11,15,0,"M","Admis","M",22
10,"E","N",2,34,6,0,"M","Admis","F",23
10,"H","A",2,36,1,0,"L","Admis","F",22
10,"E","N",2,34,6,0,"M","Admis","F",21
10,"H","A",1,62,2,0,"L","Admis","M",20
10,"H","A",1,10,10,0,"L","Admis","M",19
10,"H","N",1,11,15,0,"M","Admis","M",25
10,"H","E",2,15,15,0,"M","Admis","M",24
10,"H","A",1,10,10,0,"L","Admis","M",19
10,"H","N",1,10,10,0,"M","Admis","F",26
10,"H","U",2,14,15,0,"M","Admis","M",27
10,"H","Q",2,16,15,0,"M","Admis","M",23
10,"H","A",1,36,1,0,"L","Non_Admis","F",20
10,"H","U",1,15,15,0,"M","Admis","M",25
10,"H","U",1,11,15,0,"M","Admis","F",29
10,"H","U",2,14,15,0,"M","Admis","M",28
12,"H","N",1,39,2,0,"M","Admis","M",21
10,"S","N",1,36,1,0,"M","Admis","F",30
10,"H","A",2,10,10,0,"L","Admis","M",19
10,"H","I",3,10,10,0,"L","Non_Admis","M",26
10,"H","A",2,10,10,0,"L","Admis","F",19
10,"H","A",1,62,2,0,"L","Admis","M",19
10,"H","A",1,24,5,0,"L","Non_Admis","F",20
10,"H","N",1,15,15,0,"M","Admis","M",24
10,"H","N",1,40,3,0,"M","Admis","F",22
12,"H","N",1,14,15,0,"M","Admis","M",23
10,"H","N",3,33,6,0,"L","Admis","F",24
12,"H","N",1,39,2,0,"M","Admis","F",20
10,"H","A",2,10,10,0,"L","Admis","M",19
10,"H","A",1,10,10,0,"L","Admis","M",19
10,"H","2",2,14,15,0,"M","Admis","F",25
10,"H","U",2,15,15,0,"M","Admis","F",24
12,"C","Q",2,39,2,0,"M","Admis","F",27
10,"H","Q",2,36,1,0,"M","Admis","M",30
10,"H","U",1,14,15,0,"M","Admis","M",25
10,"H","U",2,14,15,0,"M","Admis","M",24
10,"H","A",1,36,1,0,"L","Non_Admis","F",18
10,"H","1",2,1,15,0,"L","Admis","F",19
10,"H","2",1,36,1,0,"M","Non_Admis","M",28
10,"H","A",1,10,10,0,"L","Non_Admis","M",19
12,"H","Q",2,39,2,0,"M","Admis","F",24
10,"H","A",2,21,4,0,"L","Non_Admis","M",19
10,"H","N",1,15,15,0,"M","Admis","M",26
10,"H","U",2,36,1,0,"M","Admis","M",28
10,"H","A",1,41,15,0,"L","Admis","M",22
10,"H","N",1,36,1,0,"M","Non_Admis","M",25
10,"H","B",3,41,15,0,"L","Non_Admis","M",25
10,"H","U",1,15,15,0,"M","Admis","F",25
10,"H","U",2,11,15,0,"M","Admis","F",24
12,"H","Q",2,14,15,0,"M","Admis","M",22
10,"H","1",1,36,1,0,"L","Non_Admis","F",22
10,"H","1",1,36,1,0,"L","Admis","F",20
12,"H","Q",2,24,5,0,"M","Admis","F",21
10,"H","1",1,36,1,0,"L","Admis","F",19
10,"H","Q",2,11,15,0,"M","Non_Admis","M",31
12,"H","N",1,14,15,0,"M","Admis","M",26
12,"C","N",1,39,2,0,"M","Admis","M",21
10,"H","Q",2,11,15,0,"M","Non_Admis","M",34
12,"H","N",2,24,5,0,"M","Admis","F",22
10,"H","1",1,36,1,0,"L","Non_Admis","M",20
10,"H","U",1,14,15,0,"M","Admis","M",30
10,"H","N",3,33,6,0,"L","Admis","F",27
10,"H","A",2,10,10,0,"L","Admis","M",18
11,"H","A",1,36,1,0,"L","Non_Admis","F",32
10,"H","N",3,14,15,0,"L","Admis","M",21
10,"H","A",1,36,1,0,"L","Non_Admis","F",22
10,"H","A",1,10,10,0,"L","Non_Admis","F",19
12,"H","Q",2,33,6,0,"M","Admis","M",22
12,"H","Q",2,39,2,0,"M","Admis","F",23
10,"H","1",1,24,5,0,"L","Non_Admis","F",18
10,"H","Y",3,33,6,0,"L","Admis","M",30
10,"H","B",3,14,15,0,"L","Admis","M",22
10,"H","U",2,11,15,0,"M","Admis","M",23
10,"H","Q",2,34,6,0,"M","Non_Admis","F",26
12,"H","Q",2,40,3,0,"M","Admis","F",22
10,"H","N",3,43,15,0,"L","Admis","M",23
10,"H","A",1,36,1,0,"L","Non_Admis","M",20
10,"H","U",2,39,2,0,"M","Admis","M",23
12,"H","Q",2,33,6,0,"M","Admis","M",24
10,"H","1",2,33,6,0,"L","Admis","F",18
10,"H","2",2,6,9,0,"M","Admis","F",24
12,"H","N",1,39,2,0,"M","Admis","M",23
12,"H","N",2,39,2,0,"M","Admis","F",25
12,"H","Q",2,14,15,0,"M","Admis","F",23
